,churn
66074,1
75085,0
94356,1
86629,0
52022,0
25107,0
77584,1
22764,0
95317,0
80512,0
86462,0
65705,1
97345,0
30278,0
37880,1
63310,1
58329,1
85964,0
55040,0
29847,1
83614,1
10505,0
97513,0
43667,1
19639,0
5254,0
29982,0
66743,0
1317,0
59031,0
63041,1
6850,0
19807,0
45107,1
24450,0
69942,1
35184,1
81980,0
26186,0
54309,0
22557,0
99657,1
19611,0
78813,0
2965,0
1829,0
14821,0
12047,0
21076,0
58680,1
2333,0
40516,1
32021,1
90215,1
94654,0
93178,0
54032,1
66456,1
51278,1
92713,1
99158,0
61161,1
1110,0
51667,1
66015,1
30236,0
61212,1
38879,0
87502,0
8264,1
54331,1
71974,0
41798,0
29399,1
36984,1
15140,1
49024,0
33867,0
63351,1
94107,0
30618,1
89403,0
28992,0
25912,0
67792,1
27835,1
83750,0
80844,1
60507,0
12320,0
43130,0
66337,1
63897,0
66883,1
74006,0
56374,1
33948,0
90330,0
11162,1
97683,0
51007,0
26143,0
25921,1
58093,1
65413,0
52451,0
58385,1
60892,0
56842,1
56036,1
98134,1
75971,0
14078,0
18852,1
10561,0
72429,0
56141,1
29270,1
5364,1
8751,1
56612,1
96772,0
24960,0
49561,0
33727,1
49820,1
97184,0
19535,0
23989,0
70770,1
10569,0
78558,0
93563,0
18335,1
90758,1
11252,1
87397,0
59731,1
57888,1
84654,1
87504,1
46706,1
62872,0
43698,0
85143,0
37271,0
28298,0
33678,1
16831,1
56583,0
46882,0
38274,1
67202,0
88868,1
20416,0
97630,0
46843,1
79217,0
3292,1
75712,1
69862,0
54724,1
86069,1
46182,0
82915,0
95209,0
76524,1
37767,1
61132,0
80093,0
28225,0
61774,1
76345,1
81256,0
90945,0
58531,1
83643,1
19941,1
75494,1
5911,0
26327,0
99899,0
46948,1
78709,0
79508,0
64876,0
29799,1
10754,1
82982,0
59898,0
68672,1
44051,0
81743,1
10447,0
57691,1
39377,0
31024,0
47745,1
91466,1
28910,1
81972,0
19943,0
29989,1
38373,1
452,1
44728,0
25349,0
10939,0
16860,0
24061,0
93872,0
89583,0
59026,1
98935,1
5919,1
42690,1
71053,0
94596,0
64607,0
52220,0
21702,0
48447,0
10380,1
21766,1
5672,1
29148,0
26996,1
13065,0
70935,1
26516,1
32310,1
11676,1
68387,0
43425,1
36089,0
66463,0
85790,0
47523,0
26717,1
50292,0
49816,0
64548,0
74986,0
58028,1
36882,1
9067,0
27527,0
290,1
94446,1
58155,1
70043,1
95301,0
28681,0
5400,1
15274,1
93750,0
86654,0
85955,0
4896,0
99658,1
29182,0
44651,0
75838,0
81577,1
35438,0
50090,0
56619,1
43539,1
9029,0
82747,0
69775,0
11351,1
57014,0
49650,1
21966,0
44346,1
9269,1
20362,0
66153,0
52407,0
64375,1
75807,1
46907,0
18503,1
70566,0
50888,0
43044,0
81985,1
46141,1
67800,1
16195,1
17621,0
56695,1
93032,0
46119,1
56240,1
22232,1
62470,1
75501,1
45860,0
96750,1
93585,0
79011,0
98506,1
13517,1
29758,0
94351,1
58612,0
13809,0
78274,1
65687,0
14874,1
82176,0
74662,0
73400,1
12208,1
66024,0
1400,1
98000,1
62600,0
95955,0
44947,0
34368,0
85620,0
76906,0
439,1
94793,0
96594,1
6738,1
37531,0
29828,1
93722,1
48971,1
72770,0
57555,0
66809,0
95944,0
45514,1
71456,1
72151,1
17094,0
3534,1
60142,1
82822,1
83309,0
26112,1
85025,0
54442,1
22147,1
99672,0
86204,1
15094,0
11998,1
16731,1
20909,1
74021,1
81308,1
30001,1
23054,1
44474,0
49781,1
64966,1
50059,0
50407,1
40123,1
23527,1
41865,1
10543,1
21645,1
29492,0
51173,1
70762,0
80656,1
17329,1
61822,1
41636,0
44439,0
67356,0
8613,0
30260,0
59317,0
60160,1
35408,1
78448,0
55974,1
816,0
31906,0
51879,1
7799,1
33388,0
16111,0
99191,0
84893,1
80815,1
68678,1
55471,1
28942,0
98211,1
74785,0
67119,1
79179,1
72839,0
21362,1
50732,1
67321,1
49731,1
12472,0
30881,1
92220,1
82167,1
45027,0
13228,0
11849,0
93579,0
15563,1
8376,0
43535,0
50656,0
80631,0
63205,0
67834,1
48932,1
89314,1
52995,1
61624,1
52724,0
541,1
54295,1
48744,1
61690,1
65185,1
98421,1
12361,0
93743,1
84878,1
25170,0
74451,1
60103,0
53315,0
86869,1
33483,0
16893,1
7904,1
87768,0
57633,1
17810,1
99763,0
73647,1
97230,1
66505,1
88503,1
56992,1
45109,0
93105,0
8280,1
28738,0
45648,0
53805,1
38964,0
5746,0
77368,0
94042,0
9594,0
49429,1
97128,0
77813,0
28187,1
49846,0
74034,0
63985,1
24181,1
47973,0
83598,0
74666,1
36612,0
42350,0
5639,0
82334,1
82165,0
12779,1
61141,0
62490,1
99707,0
84637,1
4350,0
695,0
59047,0
36494,1
45746,1
41206,1
10416,1
65971,1
1902,0
42717,1
9745,0
17898,1
79554,1
44004,0
15435,0
28950,0
63566,1
8089,1
30410,1
77661,0
69408,1
90349,1
53229,0
136,0
52622,0
15518,0
79675,0
32324,1
51881,1
17429,0
38624,0
22805,0
49208,0
30993,1
42139,1
43719,1
32588,1
14491,1
59089,1
72304,0
58322,0
64843,0
49944,1
88602,1
66793,1
21044,1
27756,0
87079,0
30755,1
84536,0
19151,0
35370,1
72962,1
55904,1
2184,1
42159,1
36925,0
52867,1
79948,0
71529,0
88865,0
73273,0
91184,0
16085,1
82531,1
18845,0
35597,0
97736,0
45011,0
57606,0
77124,1
78524,0
41141,0
16624,1
63418,0
87536,0
32149,0
67082,1
19871,1
85348,1
12522,1
72587,1
89432,0
88836,0
75376,0
61266,1
85509,1
60531,0
56065,1
82799,1
79769,1
2619,0
18730,0
27423,1
4869,0
35153,0
43338,0
96619,0
64988,1
83881,1
5703,1
71779,1
31011,1
86505,0
13909,1
28653,0
87111,1
28855,1
94997,1
90296,0
2906,0
34591,0
99587,1
7180,1
57462,0
22038,1
87158,1
77786,0
232,0
77960,0
61659,0
48107,0
2855,1
31860,0
10720,1
39084,0
80218,0
25917,1
67979,1
91899,0
72743,0
73428,1
61684,0
94915,0
54109,0
77837,1
10697,1
58797,1
69803,1
34797,1
64761,1
99462,1
30740,1
81336,1
77931,0
32108,1
72567,1
68798,1
92685,1
19173,1
62923,0
40865,0
89574,0
89606,1
19352,0
20496,0
23824,1
90940,1
56977,1
73536,0
24442,1
23634,1
68026,1
64018,0
47589,1
6530,1
72634,0
53436,1
29580,1
73079,1
82750,0
37892,0
76764,0
82321,0
12255,0
19563,0
96797,0
44732,1
92017,0
45679,1
66194,0
48728,0
83473,0
8503,1
74881,1
37900,1
12877,1
58635,1
19997,0
35768,1
64560,0
93411,0
6240,0
11029,0
28912,0
68151,0
5283,0
69331,1
81990,1
2322,1
88717,0
600,0
31268,0
12187,1
5886,0
86350,1
66674,0
12973,0
13397,0
44669,1
93960,1
92663,0
4178,0
8206,0
68519,1
80231,0
75077,0
46379,1
57182,0
98397,0
20196,1
7087,0
56955,0
48500,1
99285,1
86253,0
73514,1
42382,0
91256,1
39576,1
75475,0
63479,1
17344,0
69950,1
60161,0
46419,1
96068,0
64000,0
84628,1
92678,0
48534,0
81337,1
59794,1
88914,1
15561,0
93864,0
40594,0
13100,1
91736,1
96359,0
14607,1
37134,0
52437,1
99053,0
63227,0
48681,1
6581,0
4312,1
85687,0
33492,1
6882,1
4638,1
85896,1
12580,0
24390,1
68727,1
62233,0
83942,1
56777,1
59018,0
83911,1
59683,1
42201,1
15424,0
22417,1
53957,0
85913,1
91585,0
35472,0
27909,1
4058,0
16473,0
80956,1
88699,0
36953,0
82194,0
48477,0
80985,0
34091,0
28797,0
28776,1
70367,0
88293,0
81590,1
63808,0
29005,1
55296,1
51433,0
29064,0
96014,0
68040,0
37944,1
7983,1
70285,1
19595,1
57114,1
49684,1
6088,0
69601,0
57490,1
83403,0
93238,1
8670,0
89865,0
17825,0
75609,0
7076,1
69186,1
49795,0
9024,1
59708,1
83693,0
89160,1
89178,0
50139,0
65468,0
54900,1
19123,0
11002,1
68748,1
57316,1
82666,1
83589,0
26905,0
481,1
59670,1
20347,1
18640,1
59104,1
4198,0
89374,0
55913,0
72507,0
58103,1
24882,0
39083,1
4819,1
60245,1
51941,1
87211,0
77926,1
65209,0
62821,1
30180,0
32608,0
56696,1
64238,0
15118,0
60628,0
10679,1
86546,1
43701,0
6046,1
11935,1
53111,1
84247,1
61806,1
29156,1
2208,0
40513,1
29195,1
42057,1
4097,0
56907,0
56527,1
57157,0
8580,1
34066,1
60878,0
42422,0
92832,0
93140,0
17959,0
39448,1
89071,1
18812,1
83921,0
30411,0
34603,1
56978,1
50891,0
49745,1
64657,1
66617,0
90213,0
78886,0
36469,1
92654,1
3240,1
92952,0
56480,1
90332,1
60027,1
58995,1
79076,1
89592,1
5368,1
14994,1
90547,0
61536,1
4458,0
33350,1
65016,1
37055,1
39440,0
25607,1
12140,1
94494,1
1291,1
15276,1
35844,1
27815,0
9291,1
73197,1
59639,1
75439,0
34383,0
61952,0
90428,0
84737,1
58987,1
15829,1
60744,0
50770,0
96470,0
17954,0
77586,1
91193,1
26671,1
28898,0
36630,1
85532,0
66646,0
12859,0
55896,1
87580,0
40482,0
84069,0
89804,1
20821,0
81014,0
78137,1
85324,1
32508,0
29093,1
22896,1
36250,0
23792,1
6627,0
28624,1
46661,1
57563,1
73261,0
68596,1
78745,0
63167,1
24052,1
74904,1
26169,0
21235,1
84056,0
11126,1
21381,0
7654,1
67988,1
73183,0
5419,0
49598,1
29874,0
15680,0
26721,0
60237,0
14926,1
65107,0
4508,1
71921,0
62101,0
52333,1
44849,1
89266,1
7977,0
60950,1
64216,1
62311,0
62744,0
27641,0
20524,1
53914,1
80566,1
25599,0
56079,1
90420,1
66512,1
72648,1
62847,1
35529,1
88598,1
3771,0
53811,0
62355,1
38603,1
88328,1
59668,0
99576,0
32076,0
81519,1
3086,0
52167,1
90916,0
60817,0
16844,1
53567,0
17904,0
81194,1
34019,1
93608,1
38319,0
76208,1
87057,1
56986,1
21331,0
91273,0
86319,1
45012,0
89088,0
43963,0
58790,0
32541,0
85886,0
18449,1
33062,1
46227,1
86370,0
22928,0
16630,1
86570,0
72649,0
76590,1
55816,0
5538,1
14897,0
37761,1
14712,1
150,0
53981,1
83415,0
86519,0
7,0
64457,0
10649,1
59719,1
38144,0
37525,0
26230,0
63959,0
27637,0
66132,0
50565,0
32800,0
92506,0
28773,0
81204,1
25735,1
90718,1
97417,1
77059,0
43169,1
91508,1
34083,0
92908,0
77641,1
19636,1
2616,1
98621,1
48123,1
15718,0
44432,0
76480,1
2826,1
27711,0
57700,0
65401,1
73094,0
89468,1
37705,0
2614,0
41835,0
99458,0
63087,1
20086,0
99338,1
33633,1
71064,0
48771,0
91918,0
46290,1
48185,1
25641,0
77139,1
57923,1
5577,1
71571,0
21865,0
13186,1
78002,1
9381,0
95015,0
9097,1
43650,1
90841,0
13646,0
61990,1
14796,0
86244,0
88841,1
7761,0
74749,0
42603,1
66796,0
74334,1
29119,0
52841,1
72774,1
17771,0
10915,0
9826,1
29711,1
70743,1
85504,1
5342,1
46888,0
31636,0
89116,0
92762,0
51708,1
90974,0
54274,0
74572,0
9846,1
43253,0
93582,1
84843,1
83006,1
2497,0
24888,1
66986,1
64104,0
65351,1
63064,0
17453,1
69446,1
82984,1
28251,0
65382,1
43852,0
32942,0
72210,1
64272,0
51343,1
83938,0
64686,1
1340,0
18107,1
61944,0
68783,0
6775,1
10609,0
47935,1
28984,1
20224,1
44230,1
47161,0
45931,1
18522,0
89826,1
36991,1
4880,0
41135,0
50434,1
73145,1
50341,0
47733,1
85887,0
86824,0
49015,1
1762,1
40209,0
72921,0
32271,1
29504,0
90451,1
28006,0
70472,0
67877,1
9332,0
85250,1
39456,0
85935,1
51774,0
5882,0
37990,1
61301,1
65796,0
4787,0
54204,1
89621,0
19749,1
47949,1
53152,1
49214,1
71631,1
16038,1
84931,1
1891,0
66227,0
63099,1
51430,1
36056,0
16398,0
57162,1
29557,0
21958,1
85397,0
26924,1
18063,0
17983,0
6774,0
82769,1
67817,0
78280,1
80740,1
84627,1
22814,0
55698,0
35983,1
21278,0
56278,0
94759,0
88187,0
73113,1
29010,1
77884,0
48969,1
79952,1
87830,0
10197,1
57118,1
79666,1
79550,1
52676,1
57988,1
14798,1
80611,0
62096,0
2978,0
83966,1
18837,1
4953,0
840,0
30359,0
89439,1
14569,1
58344,0
62960,0
2151,0
75332,1
79027,1
57834,1
46577,1
901,1
64081,0
11466,0
21938,1
45160,0
17862,0
91715,1
6844,1
6987,1
10689,1
14954,1
39272,0
62042,0
23680,0
5046,1
46228,0
26400,0
37765,0
73026,0
19884,0
58846,1
79552,1
21419,0
59500,0
81677,1
53189,1
47340,1
92885,0
20026,0
2872,0
99845,0
17767,0
25103,1
33207,0
58809,1
60564,0
28031,1
65109,0
43296,0
46756,0
55332,1
56359,1
96102,0
98086,0
39809,1
50011,0
85366,0
63769,1
72222,0
34755,1
67052,1
43274,1
65143,1
70138,1
8657,0
39497,1
95691,1
97276,0
8326,0
13496,1
66628,0
20799,0
47456,1
25189,1
24269,0
98501,0
71590,1
56674,1
74246,0
93526,1
76831,0
16315,1
16246,1
68473,1
40369,1
99973,0
93087,0
955,1
17366,0
50259,1
29478,0
79896,0
20087,1
80162,0
80515,0
56547,1
33024,0
83007,0
13685,0
99904,1
14267,1
57520,1
39756,1
75205,0
32900,1
68336,1
79636,0
73056,1
63792,1
28610,0
5321,0
72761,0
24253,1
3065,1
29020,1
19294,1
82497,1
98712,1
36362,0
33979,0
83347,0
42049,0
99495,0
35530,1
87812,0
65300,0
876,0
41627,0
13238,1
32254,1
14518,1
41088,0
11451,0
39533,0
51346,1
11877,0
7651,1
6591,1
92796,0
17590,0
60551,0
31138,0
53844,1
7736,1
93053,0
27512,1
61341,1
6453,1
56872,0
30449,1
10487,0
64785,0
58871,1
77140,1
8070,1
46467,1
66293,0
53453,1
74941,1
32576,0
8548,0
97227,1
98433,0
55022,1
75175,0
65450,1
3726,1
45982,0
21468,0
99240,0
82089,1
58303,0
90074,1
39924,1
81062,0
34,0
26424,1
92376,1
2381,1
17060,0
31014,0
45161,0
47480,1
68000,0
17797,1
44200,1
17485,0
53178,1
67359,0
99082,0
94098,0
49188,1
33085,0
57710,0
14168,1
22264,1
37930,1
23142,1
99529,0
98689,1
78012,0
13456,0
34845,1
67152,1
24890,1
84667,0
66943,0
76965,1
32723,0
70576,0
9769,0
26982,0
54914,0
96488,0
74790,1
61945,1
7526,0
5059,0
78627,0
1505,0
94843,1
88088,0
58407,1
34991,0
6676,0
94794,0
2448,0
79733,0
70081,1
31055,0
89172,1
24971,1
39493,0
62718,0
46312,0
48997,1
75048,1
56187,1
3970,1
86828,0
16555,1
61206,1
54555,0
1536,0
91500,1
36865,1
40902,0
65618,0
25000,1
83338,0
96472,0
59681,0
47414,0
4231,0
77503,0
61144,0
87203,1
47369,0
77662,0
96934,0
9129,1
70479,0
91586,0
22772,1
64944,0
84763,1
19324,1
45066,1
57295,1
25878,0
34205,1
40338,1
98063,0
79499,0
12535,1
49086,0
95332,0
56315,0
97533,1
54908,0
18203,0
99911,0
83535,1
86366,1
82704,0
8367,1
67553,0
45308,1
35642,0
83038,1
30528,0
70836,0
32250,0
1201,0
75814,1
14532,1
64643,0
41558,0
42494,1
59580,0
53285,1
64230,1
80822,1
74147,1
8905,1
44473,1
84683,1
97109,1
13345,0
73097,0
1011,1
51960,1
21037,0
90474,0
24358,1
31254,0
39383,1
86667,0
67570,1
16030,0
57948,1
88039,0
5121,1
35082,1
99185,1
21106,1
44176,1
36706,1
38154,0
81472,1
87236,0
95564,0
96666,0
55139,0
28071,0
64781,0
17899,0
47432,1
6307,0
41907,1
98790,0
2416,0
8582,1
51756,1
16770,1
6953,0
94501,1
8780,1
52361,0
98004,1
27670,1
92259,0
94067,0
98333,1
54141,1
76661,0
69239,0
53456,0
3175,0
44699,1
20938,0
12961,1
37255,0
92873,0
523,1
83414,1
48052,0
26765,1
30777,1
55979,1
45048,1
8793,0
21513,0
26381,0
79844,1
15974,1
92961,0
97663,1
87215,0
24319,0
64153,0
61673,0
82248,1
49199,1
63608,0
99563,0
38151,0
22971,1
53222,0
45669,0
763,1
7891,1
27943,1
91869,0
12480,0
37928,0
97048,0
20477,1
44759,0
66609,0
56807,1
83249,0
68840,1
36625,0
48191,1
95420,0
21541,1
65843,1
77280,1
12830,1
78520,1
49593,0
19901,0
9147,0
60644,0
60259,1
4506,0
27267,0
87076,0
26206,1
38664,1
42082,0
12194,1
24204,1
93072,1
21370,0
18399,0
28830,1
23291,1
62681,0
36015,1
33206,1
74453,0
97839,1
27978,0
2264,0
46896,1
3430,0
57950,0
34365,1
30536,1
297,1
67069,1
26465,0
98590,1
66048,0
46805,1
37849,0
92184,1
82059,1
38804,0
72836,0
64978,0
69445,1
10104,0
68608,1
70209,1
14261,1
40531,1
77223,1
51919,0
3950,1
7499,0
79516,1
98700,1
35730,1
94653,0
15558,1
91857,0
4480,1
92544,0
92200,1
25041,0
96612,1
78043,0
65383,0
41955,0
34211,1
77252,1
71749,1
7459,0
23297,1
84038,0
17703,0
52299,1
70059,1
94865,0
43093,0
5216,0
32462,1
64300,0
4927,0
38070,1
67609,0
6604,1
88810,1
88368,0
35071,1
58473,1
64130,1
24055,0
86335,1
67201,1
94121,0
22529,0
14157,1
78607,0
64395,1
33790,0
17217,0
55990,1
55893,0
46346,0
28667,0
48073,0
35677,0
80529,0
90589,1
23537,0
2137,1
51345,0
27144,0
97442,0
97859,0
7607,1
25961,0
44887,1
20038,1
5362,1
74299,1
17031,0
80217,1
19345,0
80136,1
19177,1
34340,1
46589,0
18224,0
47286,1
85543,1
78231,0
51965,1
64027,0
94926,0
18137,1
57634,1
69945,1
99622,0
76924,1
9485,1
44098,1
72405,1
53104,1
86343,1
64977,0
18160,0
73515,0
94102,0
73246,0
54683,1
49729,0
15109,1
23059,0
66266,1
17592,0
92216,0
32906,0
53441,1
91593,0
48700,1
78649,0
81607,1
8932,0
68441,1
44356,1
65381,1
15877,0
65657,0
24590,1
85723,1
675,0
15622,0
96553,0
63424,0
32808,1
37547,0
3005,0
77791,1
28820,0
912,0
87412,1
80682,1
72664,1
17411,1
46222,1
12716,1
52171,1
3901,1
23340,1
35703,0
87126,1
18200,1
49168,1
31355,1
33879,1
92003,0
1626,1
2294,0
45627,1
17445,1
14650,1
59919,0
51165,1
38669,1
37031,1
20326,1
34185,1
11468,0
75871,1
31286,1
577,1
73345,1
28303,0
39762,1
92512,0
40862,0
75674,1
68187,0
33225,0
917,1
44664,0
67469,1
57545,1
30149,0
58318,1
50025,1
42927,1
39732,1
91358,0
79477,1
1287,0
26869,1
72152,1
14382,1
32136,0
80772,0
60056,0
65546,1
78756,1
54241,1
76258,0
65199,1
76032,0
34783,0
77899,0
44374,0
11017,0
9165,1
26432,0
64775,0
63859,1
90568,0
63706,0
67205,1
88315,1
82901,1
81497,1
65049,1
43335,1
82850,0
69063,0
30141,0
1450,1
19124,0
23685,0
15071,0
91134,1
93811,1
36621,0
1123,0
48834,1
99232,1
43456,1
43052,0
5137,1
42922,1
29215,0
71073,1
42293,0
18048,0
49594,1
25730,1
81485,0
53404,0
75364,1
28952,1
31456,1
29308,0
86257,0
46051,0
22745,1
61453,1
45987,1
12286,0
74739,0
73968,0
86852,1
46527,0
28825,0
59285,0
66036,0
85279,0
2126,1
2012,1
30767,0
47825,1
68729,0
30214,1
24804,0
31380,1
59691,0
34861,0
89240,1
67434,0
34964,0
48649,1
42619,1
84092,0
98035,0
53493,1
13333,0
80313,1
8635,0
62060,1
60231,1
885,1
27554,0
62556,1
97356,0
2183,0
88223,1
64223,0
28455,0
42785,0
96100,1
57582,1
29203,0
93629,0
47277,1
16927,1
93047,1
72539,0
53843,0
93498,0
68139,0
17894,1
60383,1
17109,1
92486,0
91514,0
98305,1
27952,0
91173,0
8843,1
13387,1
60187,1
7179,0
83332,1
61171,0
1377,0
3853,1
21586,1
97895,0
48684,0
92162,1
45340,0
40339,0
22108,0
34534,1
94572,1
27119,1
76583,1
6401,1
75582,1
27695,0
60009,1
34938,1
32445,1
74195,1
39454,0
60839,1
89235,0
78381,1
76861,1
57017,1
76918,1
45921,1
38491,1
74280,1
45212,0
31001,1
16813,0
18722,1
53356,0
91436,0
74498,0
52348,1
31338,1
34147,0
97660,1
73931,1
42991,1
55379,0
97673,1
44062,1
49859,0
14703,1
35204,1
1408,0
5532,0
20739,0
83326,1
36939,0
8998,1
41129,1
27293,1
82353,0
87800,0
16780,0
78436,0
42618,1
99797,1
48223,1
52586,0
85127,0
43919,1
78693,1
7283,0
38985,1
8359,1
40016,1
22558,0
70843,0
25028,0
25866,1
67263,1
2558,1
21292,1
81172,0
58126,1
8562,1
79046,0
41445,0
93205,1
71240,1
53442,0
84727,0
65797,1
86688,0
21936,1
75407,0
45928,0
29079,0
19001,1
16356,1
7959,1
32887,0
48049,0
79133,0
64765,0
43669,1
74274,0
16521,1
70414,1
66922,1
35444,0
54377,1
95844,0
95911,0
25940,1
23951,0
23611,1
3488,0
90824,0
71626,1
44797,0
28989,0
88566,1
84918,0
42527,1
90525,1
32944,1
23136,1
15790,0
29277,0
22258,1
45827,1
14693,1
62168,1
82980,1
99591,0
76971,0
38542,1
56894,1
19282,0
57085,1
71176,0
50017,1
12748,0
31847,0
50545,0
6506,0
4937,0
66452,1
72637,1
35896,1
59622,0
32361,1
32836,0
14434,0
23348,0
28411,0
43137,0
6611,1
39828,0
48018,1
75374,1
8479,1
46423,1
81622,0
10430,0
14361,1
8759,1
41461,0
51138,0
6004,1
21539,1
71372,1
60627,0
30769,0
67458,1
11388,1
16573,1
98407,0
64887,1
37809,1
5775,0
51829,1
1203,0
19421,1
945,0
41112,0
90348,1
70924,1
82220,1
11417,1
65747,0
34992,1
81223,1
74934,1
70250,1
34738,0
65294,0
19725,1
68913,1
52595,0
67196,1
35948,0
92131,0
53549,0
26854,0
40481,0
41510,0
52273,1
68713,0
79206,0
89494,0
12802,0
51542,1
14815,1
22303,1
22003,0
15215,0
37245,0
52229,1
40099,1
23756,0
38107,1
55318,0
90576,1
96184,1
82763,0
36666,1
36040,0
58528,0
11411,1
56144,1
67457,0
9839,0
68178,1
28652,1
60484,0
69466,0
30300,0
30358,0
68460,0
24929,0
219,1
60097,1
40747,0
34323,0
79900,1
51039,1
41350,1
83549,0
68654,1
29110,0
94875,0
60075,1
94707,1
83019,1
50492,1
98805,1
90679,0
17121,1
53114,0
91738,1
4799,0
3895,0
61411,0
1266,0
90897,0
18681,1
6528,1
870,1
78848,0
76921,1
54519,0
25628,1
2000,0
58369,1
51792,0
6630,0
17042,0
78332,0
37638,1
6502,0
84439,0
1391,1
33567,0
42162,1
30830,0
60061,1
67514,1
77874,1
87598,1
5222,0
59502,0
27532,0
28364,0
96458,1
25112,1
19887,1
3229,1
18715,0
88769,0
72915,0
72150,1
47114,1
87923,1
12821,1
55034,0
74088,0
21909,0
70865,0
64035,0
64199,1
49385,0
62794,1
18959,0
9309,1
24709,0
80318,1
97268,1
18140,1
38331,1
60540,1
95352,0
69776,1
26483,1
3802,1
14386,1
92679,1
369,0
22256,0
44498,0
69841,1
51597,0
43521,1
21881,1
54569,0
76698,1
5149,0
6822,0
8267,0
99206,0
78938,0
72237,1
1092,1
98301,0
70977,0
88531,0
11341,0
69818,0
92612,1
47974,0
50507,0
53735,1
88812,1
45828,1
91456,0
53093,0
9211,0
61752,1
98371,0
3541,1
92479,0
47818,0
4851,0
24438,1
38974,0
21912,0
22059,1
83713,0
45140,0
13954,1
80105,0
67464,0
11799,0
53164,1
88120,0
57958,0
13566,1
37130,0
9308,0
68316,0
39691,0
78755,1
236,1
75500,1
38610,0
62076,1
32629,1
4954,1
32853,0
9907,0
42616,0
84754,1
5630,1
20448,0
89836,1
17454,0
90405,1
32287,1
58576,0
35051,1
18319,0
98909,0
74984,1
39407,0
74677,0
92630,0
24827,0
9635,1
20233,1
6304,1
15082,1
76261,1
5456,1
46072,0
16394,1
78655,1
82342,0
38260,0
1640,1
44189,0
61037,0
28056,0
42452,1
58490,0
17153,1
49737,1
86922,1
68816,0
28436,0
70883,0
50345,0
83779,0
93634,0
64136,0
88163,0
61565,1
69215,1
38006,1
34436,1
93248,0
1076,0
17911,1
60104,1
24014,1
31111,1
57479,1
86437,1
2482,1
12605,1
68156,1
14578,0
54041,0
37954,0
91746,1
93057,0
69656,0
32388,1
97720,0
57659,1
5007,1
47174,1
62446,1
87179,0
47893,1
39866,1
39536,1
27142,1
22696,0
63272,0
32049,0
585,0
44939,1
34403,1
99450,0
98619,1
85196,0
19956,1
26616,1
50851,1
87087,0
92831,0
5606,1
86145,1
97549,1
47758,0
98569,1
13117,0
75441,1
44254,0
56244,0
67447,0
44359,0
64567,1
80132,1
77106,0
67025,1
45176,0
12258,1
35235,1
31444,1
49061,0
90057,1
85691,1
51083,1
927,0
56487,0
13086,0
98520,1
92514,0
66258,0
87540,1
68997,1
56263,1
1306,0
91874,1
49954,1
95947,1
56950,1
40361,1
92721,0
27494,0
60868,0
36727,1
49220,1
16815,1
52863,1
43819,1
19533,0
69834,1
23772,0
51931,0
23394,1
61343,0
45378,1
84419,1
30453,0
97038,1
48665,0
33674,1
86751,0
3331,1
57999,0
40775,0
86385,1
85470,1
16954,1
25771,0
90530,1
38097,1
21237,0
8880,0
79409,0
38789,1
4895,0
89130,0
38999,1
68407,1
17457,0
4407,0
50091,1
52114,1
53943,0
50016,1
3719,0
14443,1
85268,1
45610,0
10171,0
3918,1
54789,1
92731,0
10336,0
47946,1
68610,0
326,0
76648,1
10,0
34774,1
59820,0
71764,1
51301,0
25222,1
39372,0
88859,1
50905,0
3608,0
27240,0
71355,0
95803,0
45936,0
56952,1
4610,1
43745,0
22794,1
28512,1
94924,0
9177,0
17043,0
91217,0
83291,1
49759,0
31481,1
56209,1
89516,0
73068,1
32706,0
75491,1
33032,0
90026,1
99852,0
75581,1
74279,1
79243,0
4250,0
79006,1
56947,0
54358,0
72061,1
35576,0
27580,0
27791,0
72363,1
77258,1
96224,0
58675,1
21888,0
86746,0
95852,1
10291,1
77277,0
48066,1
20508,0
27564,0
87102,0
57459,0
9605,1
17448,1
61978,1
21637,0
66304,1
10143,0
83810,1
6916,1
88045,1
15737,0
77431,0
47516,1
67194,1
92460,0
50579,0
46738,0
29096,1
91673,0
53347,0
56084,0
73335,0
83748,0
74028,0
5020,0
84109,1
35756,0
55343,1
19716,1
73848,0
45226,1
838,1
12048,1
2871,0
93329,0
99380,0
98236,0
34675,1
46199,1
27226,0
90554,0
9507,0
48045,1
20491,1
87936,0
17200,1
72189,0
8958,1
1097,1
95879,1
23631,1
85511,1
96400,0
4783,1
17548,1
95176,0
3636,1
70454,1
66267,0
87452,1
19305,1
4114,1
11783,1
61402,1
37286,1
16515,0
50670,1
39564,1
90061,0
28213,0
87164,1
6835,1
16548,1
92098,0
11335,1
70855,0
97748,0
39384,1
59019,0
89472,1
55346,0
77948,0
56442,0
92716,0
97379,0
11623,1
95857,0
35708,1
77395,1
368,0
17688,1
29082,0
1467,0
21917,0
47030,0
99372,0
37942,0
46654,1
24656,1
29457,0
67331,1
49073,0
47015,0
29036,1
77508,0
54593,0
25311,0
19491,1
87667,0
96345,1
31132,0
36591,1
90771,0
18097,1
91062,1
31047,1
394,0
17596,0
63922,0
19474,1
8133,0
68046,0
23096,1
18066,0
60620,0
98349,1
64379,0
46964,1
98525,1
49713,1
28721,0
76419,1
39414,0
57411,0
61209,1
18521,1
14833,1
77650,1
11751,1
75925,1
62151,0
29538,1
40108,1
44823,1
34478,0
91167,0
30342,1
11561,0
82448,0
26426,0
99679,1
33427,0
35313,0
